x,y,LOCAL_DAY,DIRECTION_MAX_GUST,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,LOCAL_MONTH,MAX_TEMPERATURE,SPEED_MAX_GUST_FLAG,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,STATION_NAME,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_SNOW,ID,TOTAL_PRECIPITATION,LOCAL_DATE,MAX_REL_HUMIDITY,LOCAL_YEAR,MEAN_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_RAIN,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,SPEED_MAX_GUST
-111.38333333333334,58.2,16,,3062360,,,,,,,10,-0.6,,,0,,,EMBARRAS A,21.1,-5.6,-3.1,0.5,3062360.1949.10.16,0.5,1949-10-16 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,17,,3062360,T,,,,,,10,-1.7,,,0,,,EMBARRAS A,23.3,-8.9,-5.3,0,3062360.1949.10.17,0,1949-10-17 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,18,,3062360,,,,,,,10,1.1,,,0,,,EMBARRAS A,21.1,-7.2,-3.1,0,3062360.1949.10.18,0,1949-10-18 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,19,,3062360,,,,,,,10,2.8,,,0,,,EMBARRAS A,20,-6.7,-2,2.5,3062360.1949.10.19,2.5,1949-10-19 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,20,,3062360,T,,,,,,10,6.7,,,0,,,EMBARRAS A,15.7,-2.2,2.3,0,3062360.1949.10.20,0,1949-10-20 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,21,,3062360,,,,,,,10,1.7,,,0,,,EMBARRAS A,17.7,-1.1,0.3,3.8,3062360.1949.10.21,4.6,1949-10-21 00:00:00,,1949,,,0.8,,,,AB,
-111.38333333333334,58.2,22,,3062360,,,,,,,10,-1.7,,,0,,,EMBARRAS A,21.7,-5.6,-3.7,3.8,3062360.1949.10.22,3.8,1949-10-22 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,23,,3062360,T,,,,,,10,-2.8,,,0,,,EMBARRAS A,24.7,-10.6,-6.7,0,3062360.1949.10.23,0,1949-10-23 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,24,,3062360,,,,,,T,10,-2.2,,,0,,,EMBARRAS A,27.7,-17.2,-9.7,0.3,3062360.1949.10.24,0.3,1949-10-24 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,25,,3062360,T,,,,,,10,1.1,,,0,,,EMBARRAS A,20.5,-6.1,-2.5,0,3062360.1949.10.25,0,1949-10-25 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,26,,3062360,,,,,,,10,1.1,,,0,,,EMBARRAS A,20.8,-6.7,-2.8,2.3,3062360.1949.10.26,2.3,1949-10-26 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,T,,,,,,10,3.3,,,0,,,EMBARRAS A,18.9,-5,-0.9,0,3062360.1949.10.27,0,1949-10-27 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,10,1.7,,,0,,,EMBARRAS A,19.7,-5,-1.7,0.8,3062360.1949.10.28,0.8,1949-10-28 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,10,-5,,,0,,,EMBARRAS A,24.7,-8.3,-6.7,0.5,3062360.1949.10.29,0.5,1949-10-29 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,10,5,,,0,,,EMBARRAS A,22.2,-13.3,-4.2,0,3062360.1949.10.30,0.5,1949-10-30 00:00:00,,1949,,,0.5,,,,AB,
-111.38333333333334,58.2,31,,3062360,,,,,,,10,11.7,,,0,,,EMBARRAS A,12.1,0,5.9,0,3062360.1949.10.31,2.8,1949-10-31 00:00:00,,1949,,,2.8,,,,AB,
-111.38333333333334,58.2,1,,3062360,T,,,,,,11,2.2,,,0,,,EMBARRAS A,18.3,-2.8,-0.3,0,3062360.1949.11.1,0,1949-11-01 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,2,,3062360,,,,,,,11,15.6,,,0,,,EMBARRAS A,11.6,-2.8,6.4,0,3062360.1949.11.2,0,1949-11-02 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,3,,3062360,,,,,,,11,14.4,,,0,,,EMBARRAS A,11.1,-0.6,6.9,0,3062360.1949.11.3,0,1949-11-03 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,4,,3062360,,,,,,,11,15,,,0,,,EMBARRAS A,9.6,1.7,8.4,0,3062360.1949.11.4,0,1949-11-04 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,11,11.1,,,0,,,EMBARRAS A,11.9,1.1,6.1,0,3062360.1949.11.5,0,1949-11-05 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,,,,,,,11,11.1,,,0,,,EMBARRAS A,12.1,0.6,5.9,0,3062360.1949.11.6,2.3,1949-11-06 00:00:00,,1949,,,2.3,,,,AB,
-111.38333333333334,58.2,7,,3062360,T,,,,,T,11,3.3,,,0,,,EMBARRAS A,16.6,-0.6,1.4,0,3062360.1949.11.7,0,1949-11-07 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,8,,3062360,,,,,,,11,1.7,,,0,,,EMBARRAS A,19.1,-3.9,-1.1,0.5,3062360.1949.11.8,1,1949-11-08 00:00:00,,1949,,,0.5,,,,AB,
-111.38333333333334,58.2,9,,3062360,,,,,,,11,1.7,,,0,,,EMBARRAS A,17.1,0,0.9,0,3062360.1949.11.9,0.3,1949-11-09 00:00:00,,1949,,,0.3,,,,AB,
-111.38333333333334,58.2,10,,3062360,T,,,,,,11,2.8,,,0,,,EMBARRAS A,16.9,-0.6,1.1,0,3062360.1949.11.10,0,1949-11-10 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,11,,3062360,,,,,,,11,0,,,0,,,EMBARRAS A,18.6,-1.1,-0.6,0.3,3062360.1949.11.11,0.3,1949-11-11 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,12,,3062360,,,,,,,11,0,,,0,,,EMBARRAS A,19.1,-2.2,-1.1,0.3,3062360.1949.11.12,0.3,1949-11-12 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,13,,3062360,,,,,,,11,3.3,,,0,,,EMBARRAS A,17.4,-2.2,0.6,0,3062360.1949.11.13,0.3,1949-11-13 00:00:00,,1949,,,0.3,,,,AB,
-111.38333333333334,58.2,14,,3062360,,,,,,T,11,4.4,,,0,,,EMBARRAS A,17.7,-3.9,0.3,1.3,3062360.1949.11.14,1.3,1949-11-14 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,15,,3062360,,,,,,,11,5.6,,,0,,,EMBARRAS A,15.7,-1.1,2.3,0,3062360.1949.11.15,0,1949-11-15 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,16,,3062360,T,,,,,T,11,-1.1,,,0,,,EMBARRAS A,22.7,-8.3,-4.7,0,3062360.1949.11.16,0,1949-11-16 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,11,1.7,,,0,,,EMBARRAS A,22.5,-10.6,-4.5,1.5,3062360.1949.11.17,1.5,1949-11-17 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,,,,,,,11,-2.2,,,0,,,EMBARRAS A,21.6,-5,-3.6,1,3062360.1949.11.18,1,1949-11-18 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,19,,3062360,,,,,,T,11,-2.2,,,0,,,EMBARRAS A,22.5,-6.7,-4.5,5.3,3062360.1949.11.19,5.3,1949-11-19 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,20,,3062360,,,,,,,11,-2.2,,,0,,,EMBARRAS A,23.8,-9.4,-5.8,0,3062360.1949.11.20,0,1949-11-20 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,21,,3062360,T,,,,,T,11,-2.8,,,0,,,EMBARRAS A,24.1,-9.4,-6.1,0,3062360.1949.11.21,0,1949-11-21 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,22,,3062360,T,,,,,T,11,-7.2,,,0,,,EMBARRAS A,27.2,-11.1,-9.2,0,3062360.1949.11.22,0,1949-11-22 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,23,,3062360,,,,,,T,11,-5.6,,,0,,,EMBARRAS A,28,-14.4,-10,4.6,3062360.1949.11.23,4.6,1949-11-23 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,24,,3062360,,,,,,,11,-3.3,,,0,,,EMBARRAS A,27.2,-15,-9.2,0,3062360.1949.11.24,0,1949-11-24 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,25,,3062360,T,,,,,,11,-11.1,,,0,,,EMBARRAS A,33,-18.9,-15,0,3062360.1949.11.25,0,1949-11-25 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,26,,3062360,,,,,,,11,-5.6,,,0,,,EMBARRAS A,31.9,-22.2,-13.9,2,3062360.1949.11.26,2,1949-11-26 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,T,11,-2.8,,,0,,,EMBARRAS A,24.4,-10,-6.4,3.3,3062360.1949.11.27,3.3,1949-11-27 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,11,-7.8,,,0,,,EMBARRAS A,30.8,-17.8,-12.8,9.1,3062360.1949.11.28,9.1,1949-11-28 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,11,-11.1,,,0,,,EMBARRAS A,31.1,-15,-13.1,0.5,3062360.1949.11.29,0.5,1949-11-29 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,11,-8.9,,,0,,,EMBARRAS A,32.5,-20,-14.5,0,3062360.1949.11.30,0,1949-11-30 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,1,,3062360,,,,,,,12,-4.4,,,0,,,EMBARRAS A,29.1,-17.8,-11.1,1,3062360.1949.12.1,1,1949-12-01 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,2,,3062360,,,,,,,12,-6.7,,,0,,,EMBARRAS A,26.7,-10.6,-8.7,8.9,3062360.1949.12.2,8.9,1949-12-02 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,3,,3062360,,,,,,,12,-11.7,,,0,,,EMBARRAS A,32.2,-16.7,-14.2,0.3,3062360.1949.12.3,0.3,1949-12-03 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,4,,3062360,,,,,,T,12,-15,,,0,,,EMBARRAS A,38,-25,-20,0.3,3062360.1949.12.4,0.3,1949-12-04 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,12,-15.6,,,0,,,EMBARRAS A,36.9,-22.2,-18.9,0,3062360.1949.12.5,0,1949-12-05 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,T,,,,,,12,-12.8,,,0,,,EMBARRAS A,34.7,-20.6,-16.7,0,3062360.1949.12.6,0,1949-12-06 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,7,,3062360,T,,,,,,12,-8.3,,,0,,,EMBARRAS A,31.3,-18.3,-13.3,0,3062360.1949.12.7,0,1949-12-07 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,8,,3062360,,,,,,,12,-3.9,,,0,,,EMBARRAS A,27.5,-15,-9.5,0,3062360.1949.12.8,0,1949-12-08 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,9,,3062360,,,,,,,12,-1.7,,,0,,,EMBARRAS A,26.1,-14.4,-8.1,4.6,3062360.1949.12.9,4.6,1949-12-09 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,10,,3062360,,,,,,,12,-16.7,,,0,,,EMBARRAS A,37.8,-22.8,-19.8,2.8,3062360.1949.12.10,2.8,1949-12-10 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,11,,3062360,T,,,,,,12,-22.8,,,0,,,EMBARRAS A,46.4,-33.9,-28.4,0,3062360.1949.12.11,0,1949-12-11 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,12,,3062360,T,,,,,,12,-27.8,,,0,,,EMBARRAS A,51.4,-38.9,-33.4,0,3062360.1949.12.12,0,1949-12-12 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,13,,3062360,,,,,,,12,-20,,,0,,,EMBARRAS A,47.2,-38.3,-29.2,0,3062360.1949.12.13,0,1949-12-13 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,14,,3062360,,,,,,,12,-18.3,,,0,,,EMBARRAS A,43.6,-32.8,-25.6,0.3,3062360.1949.12.14,0.3,1949-12-14 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,15,,3062360,T,,,,,,12,-21.7,,,0,,,EMBARRAS A,43.3,-28.9,-25.3,0,3062360.1949.12.15,0,1949-12-15 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,16,,3062360,T,,,,,,12,-20.6,,,0,,,EMBARRAS A,43.3,-30,-25.3,0,3062360.1949.12.16,0,1949-12-16 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,12,-20.6,,,0,,,EMBARRAS A,40.5,-24.4,-22.5,0.5,3062360.1949.12.17,0.5,1949-12-17 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,T,,,,,,12,-18.9,,,0,,,EMBARRAS A,39.7,-24.4,-21.7,0,3062360.1949.12.18,0,1949-12-18 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,19,,3062360,T,,,,,,12,-18.9,,,0,,,EMBARRAS A,41.4,-27.8,-23.4,0,3062360.1949.12.19,0,1949-12-19 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,20,,3062360,,,,,,,12,-16.1,,,0,,,EMBARRAS A,40,-27.8,-22,3.6,3062360.1949.12.20,3.6,1949-12-20 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,21,,3062360,,,,,,,12,-20.6,,,0,,,EMBARRAS A,40.8,-25,-22.8,0.8,3062360.1949.12.21,0.8,1949-12-21 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,22,,3062360,T,,,,,,12,-23.9,,,0,,,EMBARRAS A,44.1,-28.3,-26.1,0,3062360.1949.12.22,0,1949-12-22 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,23,,3062360,,,,,,,12,-26.1,,,0,,,EMBARRAS A,51.4,-40.6,-33.4,0,3062360.1949.12.23,0,1949-12-23 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,24,,3062360,T,,,,,,12,-27.2,,,0,,,EMBARRAS A,50.5,-37.8,-32.5,0,3062360.1949.12.24,0,1949-12-24 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,25,,3062360,T,,,,,,12,-24.4,,,0,,,EMBARRAS A,48,-35.6,-30,0,3062360.1949.12.25,0,1949-12-25 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,26,,3062360,,,,,,,12,-26.7,,,0,,,EMBARRAS A,46.9,-31.1,-28.9,1,3062360.1949.12.26,1,1949-12-26 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,,12,-25.6,,,0,,,EMBARRAS A,46.4,-31.1,-28.4,1.3,3062360.1949.12.27,1.3,1949-12-27 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,28,,3062360,T,,,,,,12,-28.9,,,0,,,EMBARRAS A,50.8,-36.7,-32.8,0,3062360.1949.12.28,0,1949-12-28 00:00:00,,1949,,,0,T,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,12,-23.3,,,0,,,EMBARRAS A,49.7,-40,-31.7,4.1,3062360.1949.12.29,4.1,1949-12-29 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,12,-25,,,0,,,EMBARRAS A,44.4,-27.8,-26.4,1,3062360.1949.12.30,1,1949-12-30 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,31,,3062360,,,,,,,12,-30,,,0,,,EMBARRAS A,49.7,-33.3,-31.7,0.3,3062360.1949.12.31,0.3,1949-12-31 00:00:00,,1949,,,0,,,,AB,
-111.38333333333334,58.2,1,,3062360,T,,,,,,1,-28.9,,,0,,,EMBARRAS A,50,-35,-32,0,3062360.1950.1.1,0,1950-01-01 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,2,,3062360,T,,,,,,1,-31.1,,,0,,,EMBARRAS A,52.7,-38.3,-34.7,0,3062360.1950.1.2,0,1950-01-02 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,3,,3062360,T,,,,,,1,-28.9,,,0,,,EMBARRAS A,50.5,-36.1,-32.5,0,3062360.1950.1.3,0,1950-01-03 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,4,,3062360,T,,,,,,1,-30.6,,,0,,,EMBARRAS A,52.5,-38.3,-34.5,0,3062360.1950.1.4,0,1950-01-04 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,1,-30,,,0,,,EMBARRAS A,54.1,-42.2,-36.1,0,3062360.1950.1.5,0,1950-01-05 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,T,,,,,,1,-31.7,,,0,,,EMBARRAS A,56.1,-44.4,-38.1,0,3062360.1950.1.6,0,1950-01-06 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,7,,3062360,,,,,,,1,-26.1,,,0,,,EMBARRAS A,50.2,-38.3,-32.2,0,3062360.1950.1.7,0,1950-01-07 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,8,,3062360,T,,,,,,1,-27.8,,,0,,,EMBARRAS A,52.8,-41.7,-34.8,0,3062360.1950.1.8,0,1950-01-08 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,9,,3062360,T,,,,,,1,-27.8,,,0,,,EMBARRAS A,52.8,-41.7,-34.8,0,3062360.1950.1.9,0,1950-01-09 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,10,,3062360,,,,,,,1,-30.6,,,0,,,EMBARRAS A,54.7,-42.8,-36.7,0,3062360.1950.1.10,0,1950-01-10 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,11,,3062360,T,,,,,,1,-26.1,,,0,,,EMBARRAS A,52.2,-42.2,-34.2,0,3062360.1950.1.11,0,1950-01-11 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,12,,3062360,T,,,,,,1,-31.7,,,0,,,EMBARRAS A,55.5,-43.3,-37.5,0,3062360.1950.1.12,0,1950-01-12 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,13,,3062360,T,,,,,,1,-33.9,,,0,,,EMBARRAS A,59.1,-48.3,-41.1,0,3062360.1950.1.13,0,1950-01-13 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,14,,3062360,T,,,,,,1,-28.9,,,0,,,EMBARRAS A,51.4,-37.8,-33.4,0,3062360.1950.1.14,0,1950-01-14 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,15,,3062360,,,,,,,1,-25,,,0,,,EMBARRAS A,49.7,-38.3,-31.7,0.5,3062360.1950.1.15,0.5,1950-01-15 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,16,,3062360,T,,,,,,1,-26.7,,,0,,,EMBARRAS A,48.6,-34.4,-30.6,0,3062360.1950.1.16,0,1950-01-16 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,1,-26.7,,,0,,,EMBARRAS A,52.8,-42.8,-34.8,0,3062360.1950.1.17,0,1950-01-17 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,T,,,,,,1,-26.1,,,0,,,EMBARRAS A,50.2,-38.3,-32.2,0,3062360.1950.1.18,0,1950-01-18 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,19,,3062360,T,,,,,,1,-21.1,,,0,,,EMBARRAS A,48.9,-40.6,-30.9,0,3062360.1950.1.19,0,1950-01-19 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,20,,3062360,,,,,,,1,-18.9,,,0,,,EMBARRAS A,46.9,-38.9,-28.9,0.3,3062360.1950.1.20,0.3,1950-01-20 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,21,,3062360,,,,,,,1,-21.1,,,0,,,EMBARRAS A,44.7,-32.2,-26.7,0.3,3062360.1950.1.21,0.3,1950-01-21 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,22,,3062360,,,,,,,1,-33.3,,,0,,,EMBARRAS A,57.5,-45.6,-39.5,0,3062360.1950.1.22,0,1950-01-22 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,23,,3062360,T,,,,,,1,-31.1,,,0,,,EMBARRAS A,57.5,-47.8,-39.5,0,3062360.1950.1.23,0,1950-01-23 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,24,,3062360,,,,,,,1,-32.8,,,0,,,EMBARRAS A,57.8,-46.7,-39.8,0,3062360.1950.1.24,0,1950-01-24 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,25,,3062360,,,,,,,1,-30,,,0,,,EMBARRAS A,57.7,-49.4,-39.7,0,3062360.1950.1.25,0,1950-01-25 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,26,,3062360,T,,,,,,1,-27.8,,,0,,,EMBARRAS A,55.8,-47.8,-37.8,0,3062360.1950.1.26,0,1950-01-26 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,,1,-20.6,,,0,,,EMBARRAS A,45.3,-33.9,-27.3,1.5,3062360.1950.1.27,1.5,1950-01-27 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,1,-31.1,,,0,,,EMBARRAS A,51.4,-35.6,-33.4,0.3,3062360.1950.1.28,0.3,1950-01-28 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,1,-28.3,,,0,,,EMBARRAS A,53.3,-42.2,-35.3,0.3,3062360.1950.1.29,0.3,1950-01-29 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,1,-16.7,,,0,,,EMBARRAS A,43.3,-33.9,-25.3,1.8,3062360.1950.1.30,1.8,1950-01-30 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,31,,3062360,,,,,,,1,-14.4,,,0,,,EMBARRAS A,37.4,-24.4,-19.4,0.5,3062360.1950.1.31,0.5,1950-01-31 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,1,,3062360,T,,,,,,2,-13.9,,,0,,,EMBARRAS A,38,-26.1,-20,0,3062360.1950.2.1,0,1950-02-01 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,2,,3062360,,,,,,,2,-8.3,,,0,,,EMBARRAS A,33,-21.7,-15,2,3062360.1950.2.2,2,1950-02-02 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,3,,3062360,T,,,,,,2,-18.3,,,0,,,EMBARRAS A,40.8,-27.2,-22.8,0,3062360.1950.2.3,0,1950-02-03 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,4,,3062360,,,,,,,2,-26.7,,,0,,,EMBARRAS A,48.3,-33.9,-30.3,1.5,3062360.1950.2.4,1.5,1950-02-04 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,2,-21.1,,,0,,,EMBARRAS A,43,-28.9,-25,0.3,3062360.1950.2.5,0.3,1950-02-05 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,,,,,,,2,-14.4,,,0,,,EMBARRAS A,40.8,-31.1,-22.8,4.6,3062360.1950.2.6,4.6,1950-02-06 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,7,,3062360,,,,,,,2,-8.9,,,0,,,EMBARRAS A,37.5,-30,-19.5,0,3062360.1950.2.7,0,1950-02-07 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,8,,3062360,,,,,,,2,-12.2,,,0,,,EMBARRAS A,39.7,-31.1,-21.7,3,3062360.1950.2.8,3,1950-02-08 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,9,,3062360,,,,,,,2,-19.4,,,0,,,EMBARRAS A,38.6,-21.7,-20.6,1,3062360.1950.2.9,1,1950-02-09 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,10,,3062360,,,,,,,2,-12.2,,,0,,,EMBARRAS A,39.7,-31.1,-21.7,0,3062360.1950.2.10,0,1950-02-10 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,11,,3062360,,,,,,,2,-11.7,,,0,,,EMBARRAS A,34.4,-21.1,-16.4,0.3,3062360.1950.2.11,0.3,1950-02-11 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,12,,3062360,T,,,,,,2,-9.4,,,0,,,EMBARRAS A,30.5,-15.6,-12.5,0,3062360.1950.2.12,0,1950-02-12 00:00:00,,1950,,,0,T,,,AB,
-111.38333333333334,58.2,13,,3062360,,,,,,,2,-7.2,,,0,,,EMBARRAS A,30.2,-17.2,-12.2,1.8,3062360.1950.2.13,1.8,1950-02-13 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,14,,3062360,,,,,,,2,-10.6,,,0,,,EMBARRAS A,32.2,-17.8,-14.2,0.3,3062360.1950.2.14,0.3,1950-02-14 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,15,,3062360,,,,,,,2,-15.6,,,0,,,EMBARRAS A,36.1,-20.6,-18.1,5.3,3062360.1950.2.15,5.3,1950-02-15 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,16,,3062360,,,,,,,2,-21.1,,,0,,,EMBARRAS A,41.6,-26.1,-23.6,1,3062360.1950.2.16,1,1950-02-16 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,2,-25.6,,,0,,,EMBARRAS A,46.7,-31.7,-28.7,1,3062360.1950.2.17,1,1950-02-17 00:00:00,,1950,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,,,,,,,2,-20.6,,,0,,,EMBARRAS A,43.3,-30,-25.3,0.3,3062360.1950.2.18,0.3,1950-02-18 00:00:00,,1950,,,0,,,,AB,
